id,Title,Body,State,Created At,Updated At,Labels,User
82,Improve runs with wrong parameters,"When I run now with wrong parameters, I usually get an exception instead of a error message with the usage example. 

As an example, if I forget to inform the trial id when using export, it gives me an error: 

Ramster:simulate_data_collection vanessa$ now export 
Traceback (most recent call last):
  File ""/Users/vanessa/Library/Enthought/Canopy_64bit/User/bin/now"", line 11, in <module>
    sys.exit(main())
  File ""/Users/vanessa/Library/Enthought/Canopy_64bit/User/lib/python2.7/site-packages/noworkflow/now/cmd/__init__.py"", line 42, in main
    args.func(args)
  File ""/Users/vanessa/Library/Enthought/Canopy_64bit/User/lib/python2.7/site-packages/noworkflow/now/cmd/cmd_export.py"", line 148, in execute
    args.trial = export_type(args.trial)
  File ""/Users/vanessa/Library/Enthought/Canopy_64bit/User/lib/python2.7/site-packages/noworkflow/now/cmd/cmd_export.py"", line 22, in export_type
    if 'diff:' in string:
TypeError: argument of type 'NoneType' is not iterable",closed,2016-02-05T20:23:01Z,2016-02-06T07:09:44Z,bug,braganholo
81,Help needs to be improved,"When I run ""now run -h"", the help options are not clear enough wrt the -e option. There is not clue of the difference between Profiler, Tracer and InspectProfiler. ",closed,2016-02-05T20:21:10Z,2016-02-26T21:31:35Z,enhancement,braganholo
80,Error while using Tracer,"I tried to execute noWorkflow with Tracer, and got an error. It runs with no error if I don't use the Tracer (now run simulate_data_collection.py)

Ramster:simulate_data_collection vanessa$ now run -e Tracer simulate_data_collection.py
Traceback (most recent call last):
  File ""/Users/vanessa/Library/Enthought/Canopy_64bit/User/lib/python2.7/site-packages/noworkflow/now/prov_execution/profiler.py"", line 201, in tracer
    super(Profiler, self).tracer(frame, event, arg)
  File ""/Users/vanessa/Library/Enthought/Canopy_64bit/User/lib/python2.7/site-packages/noworkflow/now/prov_execution/base.py"", line 53, in tracer
    self.event_map[event](frame, event, arg)
  File ""/Users/vanessa/Library/Enthought/Canopy_64bit/User/lib/python2.7/site-packages/noworkflow/now/prov_execution/profiler.py"", line 149, in trace_call
    self.argument_captor.capture(frame, activation)
  File ""/Users/vanessa/Library/Enthought/Canopy_64bit/User/lib/python2.7/site-packages/noworkflow/now/prov_execution/argument_captors.py"", line 212, in capture
    act_arg = order[j]
IndexError: list index out of range
Traceback (most recent call last):
  File ""/Users/vanessa/Library/Enthought/Canopy_64bit/User/lib/python2.7/site-packages/noworkflow/now/prov_execution/profiler.py"", line 201, in tracer
    super(Profiler, self).tracer(frame, event, arg)
  File ""/Users/vanessa/Library/Enthought/Canopy_64bit/User/lib/python2.7/site-packages/noworkflow/now/prov_execution/base.py"", line 53, in tracer
    self.event_map[event](frame, event, arg)
  File ""/Users/vanessa/Library/Enthought/Canopy_64bit/User/lib/python2.7/site-packages/noworkflow/now/prov_execution/profiler.py"", line 149, in trace_call
    self.argument_captor.capture(frame, activation)
  File ""/Users/vanessa/Library/Enthought/Canopy_64bit/User/lib/python2.7/site-packages/noworkflow/now/prov_execution/argument_captors.py"", line 212, in capture
    act_arg = order[j]
IndexError: list index out of range
Traceback (most recent call last):
  File ""/Users/vanessa/Library/Enthought/Canopy_64bit/User/lib/python2.7/site-packages/noworkflow/now/prov_execution/profiler.py"", line 201, in tracer
    super(Profiler, self).tracer(frame, event, arg)
  File ""/Users/vanessa/Library/Enthought/Canopy_64bit/User/lib/python2.7/site-packages/noworkflow/now/prov_execution/base.py"", line 53, in tracer
    self.event_map[event](frame, event, arg)
  File ""/Users/vanessa/Library/Enthought/Canopy_64bit/User/lib/python2.7/site-packages/noworkflow/now/prov_execution/slicing.py"", line 382, in trace_line
Traceback (most recent call last):
  File ""/Users/vanessa/Library/Enthought/Canopy_64bit/User/lib/python2.7/site-packages/noworkflow/now/prov_execution/profiler.py"", line 201, in tracer
    super(Profiler, self).tracer(frame, event, arg)
  File ""/Users/vanessa/Library/Enthought/Canopy_64bit/User/lib/python2.7/site-packages/noworkflow/now/prov_execution/base.py"", line 53, in tracer
    self.event_map[event](frame, event, arg)
  File ""/Users/vanessa/Library/Enthought/Canopy_64bit/User/lib/python2.7/site-packages/noworkflow/now/prov_execution/slicing.py"", line 382, in trace_line
Traceback (most recent call last):
  File ""/Users/vanessa/Library/Enthought/Canopy_64bit/User/lib/python2.7/site-packages/noworkflow/now/prov_execution/profiler.py"", line 201, in tracer
    super(Profiler, self).tracer(frame, event, arg)
  File ""/Users/vanessa/Library/Enthought/Canopy_64bit/User/lib/python2.7/site-packages/noworkflow/now/prov_execution/base.py"", line 53, in tracer
    self.event_map[event](frame, event, arg)
  File ""/Users/vanessa/Library/Enthought/Canopy_64bit/User/lib/python2.7/site-packages/noworkflow/now/prov_execution/slicing.py"", line 382, in trace_line
Traceback (most recent call last):
  File ""/Users/vanessa/Library/Enthought/Canopy_64bit/User/lib/python2.7/site-packages/noworkflow/now/prov_execution/profiler.py"", line 201, in tracer
    super(Profiler, self).tracer(frame, event, arg)
  File ""/Users/vanessa/Library/Enthought/Canopy_64bit/User/lib/python2.7/site-packages/noworkflow/now/prov_execution/base.py"", line 53, in tracer
    self.event_map[event](frame, event, arg)
  File ""/Users/vanessa/Library/Enthought/Canopy_64bit/User/lib/python2.7/site-packages/noworkflow/now/prov_execution/slicing.py"", line 382, in trace_line
Traceback (most recent call last):
  File ""/Users/vanessa/Library/Enthought/Canopy_64bit/User/lib/python2.7/site-packages/noworkflow/now/prov_execution/profiler.py"", line 201, in tracer
    super(Profiler, self).tracer(frame, event, arg)
  File ""/Users/vanessa/Library/Enthought/Canopy_64bit/User/lib/python2.7/site-packages/noworkflow/now/prov_execution/base.py"", line 53, in tracer
    self.event_map[event](frame, event, arg)
  File ""/Users/vanessa/Library/Enthought/Canopy_64bit/User/lib/python2.7/site-packages/noworkflow/now/prov_execution/profiler.py"", line 145, in trace_call
    self.activation_stack[-1]
IndexError: list index out of range
Traceback (most recent call last):
  File ""/Users/vanessa/Library/Enthought/Canopy_64bit/User/lib/python2.7/site-packages/noworkflow/now/prov_execution/profiler.py"", line 201, in tracer
    super(Profiler, self).tracer(frame, event, arg)
  File ""/Users/vanessa/Library/Enthought/Canopy_64bit/User/lib/python2.7/site-packages/noworkflow/now/prov_execution/base.py"", line 53, in tracer
    self.event_map[event](frame, event, arg)
  File ""/Users/vanessa/Library/Enthought/Canopy_64bit/User/lib/python2.7/site-packages/noworkflow/now/prov_execution/slicing.py"", line 382, in trace_line
Traceback (most recent call last):
  File ""/Users/vanessa/Library/Enthought/Canopy_64bit/User/lib/python2.7/site-packages/noworkflow/now/prov_execution/profiler.py"", line 201, in tracer
    super(Profiler, self).tracer(frame, event, arg)
  File ""/Users/vanessa/Library/Enthought/Canopy_64bit/User/lib/python2.7/site-packages/noworkflow/now/prov_execution/base.py"", line 53, in tracer
    self.event_map[event](frame, event, arg)
  File ""/Users/vanessa/Library/Enthought/Canopy_64bit/User/lib/python2.7/site-packages/noworkflow/now/prov_execution/profiler.py"", line 145, in trace_call
    self.activation_stack[-1]
IndexError: list index out of range
Traceback (most recent call last):
  File ""/Users/vanessa/Library/Enthought/Canopy_64bit/User/lib/python2.7/site-packages/noworkflow/now/prov_execution/profiler.py"", line 201, in tracer
    super(Profiler, self).tracer(frame, event, arg)
  File ""/Users/vanessa/Library/Enthought/Canopy_64bit/User/lib/python2.7/site-packages/noworkflow/now/prov_execution/base.py"", line 53, in tracer
    self.event_map[event](frame, event, arg)
  File ""/Users/vanessa/Library/Enthought/Canopy_64bit/User/lib/python2.7/site-packages/noworkflow/now/prov_execution/profiler.py"", line 182, in trace_return
    self.close_activation(frame, event, arg)
  File ""/Users/vanessa/Library/Enthought/Canopy_64bit/User/lib/python2.7/site-packages/noworkflow/now/prov_execution/slicing.py"", line 288, in close_activation
Traceback (most recent call last):
  File ""/Users/vanessa/Library/Enthought/Canopy_64bit/User/lib/python2.7/site-packages/noworkflow/now/prov_execution/profiler.py"", line 201, in tracer
    super(Profiler, self).tracer(frame, event, arg)
  File ""/Users/vanessa/Library/Enthought/Canopy_64bit/User/lib/python2.7/site-packages/noworkflow/now/prov_execution/base.py"", line 53, in tracer
    self.event_map[event](frame, event, arg)
  File ""/Users/vanessa/Library/Enthought/Canopy_64bit/User/lib/python2.7/site-packages/noworkflow/now/prov_execution/slicing.py"", line 382, in trace_line
Traceback (most recent call last):
  File ""/Users/vanessa/Library/Enthought/Canopy_64bit/User/lib/python2.7/site-packages/noworkflow/now/prov_execution/profiler.py"", line 201, in tracer
    super(Profiler, self).tracer(frame, event, arg)
  File ""/Users/vanessa/Library/Enthought/Canopy_64bit/User/lib/python2.7/site-packages/noworkflow/now/prov_execution/base.py"", line 53, in tracer
    self.event_map[event](frame, event, arg)
  File ""/Users/vanessa/Library/Enthought/Canopy_64bit/User/lib/python2.7/site-packages/noworkflow/now/prov_execution/profiler.py"", line 145, in trace_call
    self.activation_stack[-1]
IndexError: list index out of range
Traceback (most recent call last):
  File ""/Users/vanessa/Library/Enthought/Canopy_64bit/User/lib/python2.7/site-packages/noworkflow/now/prov_execution/profiler.py"", line 201, in tracer
    super(Profiler, self).tracer(frame, event, arg)
  File ""/Users/vanessa/Library/Enthought/Canopy_64bit/User/lib/python2.7/site-packages/noworkflow/now/prov_execution/base.py"", line 53, in tracer
    self.event_map[event](frame, event, arg)
  File ""/Users/vanessa/Library/Enthought/Canopy_64bit/User/lib/python2.7/site-packages/noworkflow/now/prov_execution/slicing.py"", line 382, in trace_line
Traceback (most recent call last):
  File ""/Users/vanessa/Library/Enthought/Canopy_64bit/User/lib/python2.7/site-packages/noworkflow/now/prov_execution/profiler.py"", line 201, in tracer
    super(Profiler, self).tracer(frame, event, arg)
  File ""/Users/vanessa/Library/Enthought/Canopy_64bit/User/lib/python2.7/site-packages/noworkflow/now/prov_execution/base.py"", line 53, in tracer
    self.event_map[event](frame, event, arg)
  File ""/Users/vanessa/Library/Enthought/Canopy_64bit/User/lib/python2.7/site-packages/noworkflow/now/prov_execution/profiler.py"", line 182, in trace_return
    self.close_activation(frame, event, arg)
  File ""/Users/vanessa/Library/Enthought/Canopy_64bit/User/lib/python2.7/site-packages/noworkflow/now/prov_execution/slicing.py"", line 288, in close_activation
Traceback (most recent call last):
  File ""/Users/vanessa/Library/Enthought/Canopy_64bit/User/lib/python2.7/site-packages/noworkflow/now/prov_execution/profiler.py"", line 201, in tracer
    super(Profiler, self).tracer(frame, event, arg)
  File ""/Users/vanessa/Library/Enthought/Canopy_64bit/User/lib/python2.7/site-packages/noworkflow/now/prov_execution/base.py"", line 53, in tracer
    self.event_map[event](frame, event, arg)
  File ""/Users/vanessa/Library/Enthought/Canopy_64bit/User/lib/python2.7/site-packages/noworkflow/now/prov_execution/profiler.py"", line 182, in trace_return
    self.close_activation(frame, event, arg)
  File ""/Users/vanessa/Library/Enthought/Canopy_64bit/User/lib/python2.7/site-packages/noworkflow/now/prov_execution/slicing.py"", line 288, in close_activation
Traceback (most recent call last):
  File ""/Users/vanessa/Library/Enthought/Canopy_64bit/User/lib/python2.7/site-packages/noworkflow/now/prov_execution/profiler.py"", line 201, in tracer
    super(Profiler, self).tracer(frame, event, arg)
  File ""/Users/vanessa/Library/Enthought/Canopy_64bit/User/lib/python2.7/site-packages/noworkflow/now/prov_execution/base.py"", line 53, in tracer
    self.event_map[event](frame, event, arg)
  File ""/Users/vanessa/Library/Enthought/Canopy_64bit/User/lib/python2.7/site-packages/noworkflow/now/prov_execution/profiler.py"", line 182, in trace_return
    self.close_activation(frame, event, arg)
  File ""/Users/vanessa/Library/Enthought/Canopy_64bit/User/lib/python2.7/site-packages/noworkflow/now/prov_execution/slicing.py"", line 288, in close_activation
list index out of range
[now] the execution finished with an uncaught exception. Traceback (most recent call last):
  File ""/Users/vanessa/Library/Enthought/Canopy_64bit/User/lib/python2.7/site-packages/noworkflow/now/prov_execution/__init__.py"", line 54, in collect_provenance
    exec(metascript.compiled, metascript.namespace)
  File ""/Users/vanessa/workspace/yw-prototypes/src/main/resources/examples/simulate_data_collection/simulate_data_collection.py"", line 273, in <module>
    simulate_data_collection(cassette_id, sample_score_cutoff)
  File ""/Users/vanessa/workspace/yw-prototypes/src/main/resources/examples/simulate_data_collection/simulate_data_collection.py"", line 34, in simulate_data_collection
    with run_logger(log_file_name=""run/run_log.txt"") as run_log:
  File ""/Users/vanessa/workspace/yw-prototypes/src/main/resources/examples/simulate_data_collection/simulate_data_collection.py"", line 227, in __init__
    self.log_file = open(log_file_name, 'wt') if log_file_name is not None else None
  File ""/Users/vanessa/Library/Enthought/Canopy_64bit/User/lib/python2.7/site-packages/noworkflow/now/prov_execution/base.py"", line 101, in open
    self.add_file_access(file_access)
  File ""/Users/vanessa/Library/Enthought/Canopy_64bit/User/lib/python2.7/site-packages/noworkflow/now/prov_execution/profiler.py"", line 88, in add_file_access
    activation = self._current_activation(ignore_open=True)
  File ""/Users/vanessa/Library/Enthought/Canopy_64bit/User/lib/python2.7/site-packages/noworkflow/now/prov_execution/profiler.py"", line 78, in _current_activation
    if astack[-1] is not None:
IndexError: list index out of range",closed,2016-02-05T20:19:13Z,2016-02-06T20:52:05Z,bug,braganholo
79,Cannot run noWorkflow,"I upgraded my noWorkflow with

`pip install --upgrade no workflow[all]`

But it does not run:

iMac-de-Leonardo:~ leomurta$ now
Traceback (most recent call last):
  File ""/Library/Frameworks/Python.framework/Versions/3.4/bin/now"", line 11, in <module>
    sys.exit(main())
  File ""/Library/Frameworks/Python.framework/Versions/3.4/lib/python3.4/site-packages/noworkflow/now/cmd/__init__.py"", line 47, in main
    args.func(args)
AttributeError: 'Namespace' object has no attribute 'func'",closed,2016-02-05T16:32:13Z,2016-02-06T07:03:33Z,bug,leomurta
78,Three bugs in programs slicing,"1- Prolog export fails for string types: It exports ''"", instead of ""''""
2- Dependencies on calls use the wrong activation id, creating invalid dependencies
3- Calls to external functions do not create dependencies between parameters and returns",closed,2016-02-04T17:20:11Z,2016-02-06T07:10:02Z,bug,JoaoFelipe
77,Collect exceptions,"Exceptions should be registered and associated with the activations that raised them and activations that catched them. 
We could use them to create extra edges on the activation graph",open,2016-02-01T20:36:43Z,2016-02-01T20:36:43Z,enhancement,JoaoFelipe
76,Collect processor load,"From time to time, we could collect processor load",open,2016-02-01T20:33:39Z,2016-02-01T20:33:39Z,enhancement,JoaoFelipe
75,Support Unpack Generalizations on slicing,"Python 3.5 genarilized unpacking to support more than one on function calls:
```python
def f(i, j, k, l, **kwargs):
    pass
a = [1, 2]
b = [3, 4]
c = {'x': 5}
d = {'y': 6}

f(*a, *b, **c, **d)
```
We should create dependencies:
i -> a
j -> a
k -> b
l -> b
kwargs -> c, d
",open,2016-02-01T20:31:13Z,2016-02-01T20:31:13Z,bug,JoaoFelipe
74,Capture Definition Provenance from other files and class definitions,"Add an option to collect definition provenance from other modules other than the main script. 

Currently, we capture only the content hash of the main script as definition provenance. The other local modules are captured as deployment provenance. So, we do not capture definition provenance from them that are useful for execution provenance (such as global variables names)

We could expand FunctionDef table to not only store function definitions, but also classes and files, since they have the same attributes: trial_id, id, name, code_hash.
We could also add an extra attribute: parent.
This way, the following code would generate 4 definition objects
```python
# some_file.py
class SomeClass(object):
    def some_method(self):
        def some_function():
            pass
```

An extra attribute, qualname, could be provided for qualified name reference, according to https://www.python.org/dev/peps/pep-3155/ 

Definition objects:
```
Definition(id=1, name=""some_file.py"", parent=None, qualname="""")
Definition(id=2, name=""SomeClass"", parent=1, qualname=""SomeClass"")
Definition(id=3, name=""some_method"", parent=2, qualname=""SomeClass.some_method"")
Definition(id=4, name=""some_function"", parent=3, qualname=""SomeClass.some_method.<local>.some_function"")
```

Note that the qualname is not fully qualified, so we don't have the filename on it.

 ",open,2016-02-01T20:19:29Z,2016-02-02T22:08:50Z,enhancement,JoaoFelipe
73,Export more data to Prolog,"Currently, noWorkflow exports only Trial(id), Activation, FileAccess, SlicingVariable, SlicingUsage, and SlicingDependency.

It could export other data as well, including other basic Trial information, and other tables",open,2016-02-01T19:47:35Z,2016-02-01T19:47:35Z,enhancement,JoaoFelipe
72,Bug on %load_ext noworkflow,"I'm using Python 3.5.1. 
When I try to load noworkflow extension on Jupyter, it fails with the error:
```
---------------------------------------------------------------------------
KeyError                                  Traceback (most recent call last)
<ipython-input-1-017b878e1cf4> in <module>()
----> 1 get_ipython().magic('load_ext noworkflow')

C:\Users\daniel\Anaconda3\envs\daniel\lib\site-packages\IPython\core\interactiveshell.py in magic(self, arg_s)
   2334         magic_name, _, magic_arg_s = arg_s.partition(' ')
   2335         magic_name = magic_name.lstrip(prefilter.ESC_MAGIC)
-> 2336         return self.run_line_magic(magic_name, magic_arg_s)
   2337 
   2338     #-------------------------------------------------------------------------

C:\Users\daniel\Anaconda3\envs\daniel\lib\site-packages\IPython\core\interactiveshell.py in run_line_magic(self, magic_name, line)
   2255                 kwargs['local_ns'] = sys._getframe(stack_depth).f_locals
   2256             with self.builtin_trap:
-> 2257                 result = fn(*args,**kwargs)
   2258             return result
   2259 

C:\Users\daniel\Anaconda3\envs\daniel\lib\site-packages\IPython\core\magics\extension.py in load_ext(self, module_str)

C:\Users\daniel\Anaconda3\envs\daniel\lib\site-packages\IPython\core\magic.py in <lambda>(f, *a, **k)
    191     # but it's overkill for just that one bit of state.
    192     def magic_deco(arg):
--> 193         call = lambda f, *a, **k: f(*a, **k)
    194 
    195         if callable(arg):

C:\Users\daniel\Anaconda3\envs\daniel\lib\site-packages\IPython\core\magics\extension.py in load_ext(self, module_str)
     64         if not module_str:
     65             raise UsageError('Missing module name.')
---> 66         res = self.shell.extension_manager.load_extension(module_str)
     67 
     68         if res == 'already loaded':

C:\Users\daniel\Anaconda3\envs\daniel\lib\site-packages\IPython\core\extensions.py in load_extension(self, module_str)
     87             if module_str not in sys.modules:
     88                 with prepended_to_syspath(self.ipython_extension_dir):
---> 89                     __import__(module_str)
     90             mod = sys.modules[module_str]
     91             if self._call_load_ipython_extension(mod):

C:\Users\daniel\Anaconda3\envs\daniel\lib\site-packages\noworkflow\__init__.py in <module>()
     10 scientific workflow management system.
     11 '''
---> 12 from noworkflow.now.cmd import main
     13 
     14 

C:\Users\daniel\Anaconda3\envs\daniel\lib\site-packages\noworkflow\now\cmd\__init__.py in <module>()
     10 
     11 from .command import Command
---> 12 from .cmd_run import Run
     13 from .cmd_debug import Debug
     14 from .cmd_list import List

C:\Users\daniel\Anaconda3\envs\daniel\lib\site-packages\noworkflow\now\cmd\cmd_run.py in <module>()
     12 
     13 from .command import Command
---> 14 from .. import prov_definition
     15 from .. import prov_deployment
     16 from .. import prov_execution

C:\Users\daniel\Anaconda3\envs\daniel\lib\site-packages\noworkflow\now\prov_definition\__init__.py in <module>()
     13 from ..utils import print_msg, meta_profiler
     14 from ..persistence import persistence
---> 15 from .function_visitor import FunctionVisitor
     16 from .slicing_visitor import SlicingVisitor
     17 from .definition import Definition

C:\Users\daniel\Anaconda3\envs\daniel\lib\site-packages\noworkflow\now\prov_definition\function_visitor.py in <module>()
     12 from .context import Context
     13 from ..cross_version import cross_compile, cvmap
---> 14 from ..utils.bytecode.dis import instruction_dis_sorted_by_line
     15 from ..persistence import persistence
     16 

C:\Users\daniel\Anaconda3\envs\daniel\lib\site-packages\noworkflow\now\utils\bytecode\dis.py in <module>()
     12 from collections import OrderedDict
     13 
---> 14 from .interpreter import InstructionInterpreter
     15 
     16 

C:\Users\daniel\Anaconda3\envs\daniel\lib\site-packages\noworkflow\now\utils\bytecode\interpreter.py in <module>()
     34 
     35 SETUP_WITH = {opmap['SETUP_WITH'],}
---> 36 WITH_CLEANUP = {opmap['WITH_CLEANUP'],}
     37 
     38 IMPORTS = {opmap['IMPORT_NAME'], opmap['IMPORT_FROM']}

KeyError: 'WITH_CLEANUP'
```",closed,2016-01-22T17:56:16Z,2016-02-02T22:07:35Z,bug,danielpcampagna
71,Demo command,"Create a ""demo"" command to extract a demonstration project",closed,2016-01-13T20:39:28Z,2016-01-13T22:33:52Z,enhancement,JoaoFelipe
70,Integrate variable slicing to activation provenance,"Currently, the program slicing is not connected to activation provenance. Thus, the only way to connect them on queries is to parse the artificial variable 'call <function name>', which is unreliable and hard.

It is necessary to improve the collection to link the provenance at both granularities.",closed,2016-01-12T02:51:32Z,2016-01-12T03:41:31Z,enhancement,JoaoFelipe
69,Improve activation graphs,"1- The current summarizing hides the actual sequence of activations in an activation graph.
It would be good to be able to visualize it better. Using boxes for activations might help in this issue.


2- On diff graphs, red and green have two different semantics: time and diff (add/remove). It might confuse users. It would be better to have a different representation for diffs.


3- Having two colors on nodes is also confusing. A single color could be used with an scale from red to white to green where red indicates ""trial 1 is faster than trial 2""; green indicates the opposite; and white indicates that neither are faster.

It would be nice to have an uniform metaphor for (2) and (3). 
Another possibility is to have an option to switch the visualization perspective: if it is _time_, do not show node diff. It it is _structure_, do not show time. This would make the color semantics more stable.",open,2016-01-08T22:13:14Z,2016-01-08T22:13:14Z,enhancement,JoaoFelipe
68,Use noWorkflow for education,"The provenance captured by noWorkflow could be used for education.

Since it helps understanding what happened during the execution of a script, it is possible to use noWorkflow for teaching and learning Python. With this purpose, it would be nice to have better activation graphs, showing parameters, returns and all activations explicitly (i.e. without summarizations). 
I worked on something in this direction with @henriquebastos, but we used Python decorators to collect calls, instead of noWorkflow: https://gist.github.com/henriquebastos/a28ef88f12d98a410df9 

There are other possible uses for noWorkflow in education. It could be used for homework answer checking and validation. Instead of submitting the final script as an answer to a homework assignment, a student could submit the provenance of a trial, captured by noWorkflow. Then, the professor could use it to:
- check if there was no cheating, by looking at the environment properties, comparing provenance graphs and files between students;
- check if the script actually works, by looking at the used modules, and verifying if the provenance graph makes sense.

The student could also use the provenance as a ""proof"" that the script worked on her machine.
 
A third use case for noWorkflow in education could be asking help. It could be possible to publish a provenance page in a website. When a person wanted to ask ""X is not working as expected, what is the reason?"" (in sites such stackoverflow, or class groups), instead of just asking and presenting the code, she could send the provenance page link to give more context.
",open,2015-12-17T23:39:32Z,2015-12-17T23:39:53Z,enhancement,JoaoFelipe
66,Incomplete function definition and activations names,"#20 added the possibility to parse the AST of all python files in the package

Now, it is possible to have the same function name, in the same line, but in two different files, with no reference to the file

To solve this issue, either use a fully qualified name, or store the file for every function definition / activation name",open,2015-10-28T04:07:38Z,2015-10-28T04:07:38Z,bug,JoaoFelipe
65,Partial execution provenance storage,"Currently, all the provenance is stored at the end of the execution. It is necessary to create a function that partially stores it to allow users to use it for debugging (#58) and monitoring (#64)",closed,2015-10-28T03:51:23Z,2015-10-29T02:59:26Z,enhancement,JoaoFelipe
64,"""On line"" monitoring",Allow users to visualize and query provenance while the trial is still being executed,open,2015-10-28T03:47:40Z,2015-10-28T03:47:40Z,enhancement,JoaoFelipe
